product_category,transport_mode,weather_condition,distance_km,shipment_weight,shipment_volume,traffic_index,route_complexity_score,number_of_stops,driver_experience_years,origin_warehouse_load,destination_warehouse_load,processing_time_hours,fuel_price,holiday_flag,strike_flag,dispatch_delay_hours,handling_issues_count,documentation_delay_flag,delay_duration_hours
Automobile,Road,Fog,698.92,136.36,3.67,8.04,3.39,9,9.63,1.31,1.28,30.35,112.55,0,0,19.32,2,0,114.62
Clothing,Rail,Clear,1577.52,21.04,4.85,4.47,7.29,4,12.6,0.66,1.48,5.11,95.88,0,0,15.49,3,0,80.95
Automobile,Road,Clear,1759.03,15.51,0.75,1.55,1.9,2,1.64,0.67,0.67,30.67,114.99,1,1,16.89,6,0,83.41
Furniture,Road,Storm,589.33,477.65,1.83,5.32,7.62,4,13.79,0.34,1.2,10.49,73.4,0,0,16.52,1,0,89.38
Automobile,Sea,Clear,414.78,163.42,0.99,6.92,2.33,3,11.08,0.96,0.51,38.0,116.75,0,0,16.83,4,0,84.6
Food,Air,Clear,2922.12,167.86,3.83,1.21,2.43,5,18.78,0.37,1.02,32.41,114.12,0,0,20.2,1,0,86.81
Pharma,Road,Fog,2685.14,461.53,4.61,7.35,8.48,0,11.11,0.3,0.8,34.86,103.88,0,0,21.92,1,0,110.53
Furniture,Road,Storm,1997.2,418.24,0.66,3.02,3.62,0,19.82,0.45,0.69,21.7,80.53,0,0,14.24,2,0,73.95
Furniture,Sea,Rain,2590.11,343.78,4.53,3.0,2.55,7,19.4,0.82,0.41,18.92,116.96,0,0,6.5,1,0,85.56
Furniture,Sea,Rain,331.9,329.59,1.43,6.07,5.83,5,8.33,1.2,0.5,14.29,80.88,0,0,6.84,0,0,63.09
Electronics,Road,Clear,2201.66,400.74,1.19,4.04,1.67,8,1.17,1.11,1.43,45.52,117.24,0,0,10.0,1,0,96.56
Pharma,Road,Fog,892.53,85.27,0.38,5.06,7.39,9,16.25,0.67,1.04,6.2,116.76,0,0,7.46,2,0,76.35
Automobile,Rail,Storm,1641.5,332.47,0.49,5.62,8.57,0,17.13,0.69,0.48,20.55,110.54,0,0,9.56,2,0,86.26
Furniture,Road,Clear,2306.2,50.1,0.44,9.29,3.24,6,11.28,1.09,0.88,38.27,114.39,0,1,17.16,0,1,131.35
Pharma,Road,Clear,148.76,64.13,2.29,2.84,7.28,0,14.79,1.15,1.18,29.42,97.15,0,0,22.68,1,1,70.57
Furniture,Air,Storm,2099.77,122.14,3.33,5.18,1.48,6,9.8,1.17,1.27,43.96,105.63,0,0,2.16,0,0,93.23
Food,Road,Clear,1332.86,355.19,1.0,8.07,5.3,6,12.84,0.49,1.18,36.34,71.09,1,0,11.59,0,0,93.38
Food,Air,Fog,1347.03,446.38,1.17,2.85,9.57,7,10.49,0.38,0.49,25.08,70.92,0,0,15.09,2,0,89.79
Food,Sea,Fog,2726.47,345.7,0.95,1.74,5.84,4,9.86,0.91,1.41,39.74,116.69,0,0,2.93,0,0,93.96
Clothing,Rail,Storm,2586.22,208.89,4.05,1.16,4.7,7,16.49,0.78,0.9,43.85,83.85,0,0,0.85,1,0,98.92
Furniture,Road,Rain,219.72,257.32,0.77,1.93,1.05,9,4.0,1.42,1.13,30.19,111.05,0,0,6.26,0,0,70.48
Clothing,Road,Clear,1874.03,356.45,0.46,3.47,3.3,4,8.78,0.31,0.64,11.72,90.05,0,0,6.06,0,0,60.27
Pharma,Road,Clear,1335.75,307.03,0.28,4.68,4.86,8,13.65,1.27,1.06,34.74,110.74,1,0,13.47,3,0,107.6
Clothing,Road,Rain,397.55,265.2,0.3,6.34,4.4,7,19.72,1.49,0.93,4.82,76.35,0,0,9.96,1,0,87.88
Pharma,Road,Clear,2560.6,119.16,2.78,2.8,4.95,6,11.65,1.32,0.54,25.47,78.51,0,0,18.4,0,0,89.14
Pharma,Road,Rain,260.96,308.86,0.56,3.43,1.21,6,11.23,1.28,1.38,5.09,102.43,0,1,13.67,2,0,70.94
Pharma,Road,Clear,144.69,10.32,1.19,7.29,5.78,2,10.41,0.33,1.06,2.73,70.0,0,0,11.23,4,0,67.14
Automobile,Road,Clear,632.67,280.47,4.18,9.18,3.26,5,1.51,1.34,0.7,13.9,87.77,0,0,7.07,1,0,90.87
Clothing,Road,Clear,944.97,410.55,4.84,2.22,4.61,5,13.19,1.0,1.03,38.89,74.15,1,0,12.75,0,0,81.1
Automobile,Air,Storm,229.6,90.7,4.32,5.25,8.98,4,19.3,1.08,1.34,33.1,83.1,0,0,20.22,3,0,92.23
Furniture,Air,Clear,1941.87,57.99,4.8,3.66,8.45,1,14.59,0.78,0.97,4.76,111.57,0,0,19.58,0,0,72.15
Clothing,Road,Clear,1339.59,485.15,3.39,5.75,4.58,9,6.73,1.43,0.8,18.26,116.55,1,0,0.82,3,0,87.2
Furniture,Rail,Clear,1265.96,421.89,4.94,2.07,1.49,6,13.31,0.93,1.08,36.8,91.7,0,0,5.6,2,0,58.68
Furniture,Rail,Clear,478.76,151.7,2.53,3.44,9.0,4,10.33,1.04,0.71,17.01,111.04,0,0,18.4,1,0,67.18
Pharma,Road,Storm,1341.48,105.08,3.99,7.38,4.59,1,13.5,0.55,0.96,45.57,70.78,0,0,8.86,1,0,93.51
Clothing,Road,Rain,1200.99,167.69,4.86,8.37,5.32,3,19.95,0.97,0.81,47.42,108.6,0,1,20.06,3,0,117.31
Furniture,Air,Clear,1181.75,216.18,3.58,6.59,1.77,0,12.39,0.56,0.57,2.09,118.39,0,0,21.44,0,1,67.12
Food,Road,Clear,694.77,410.72,4.79,9.5,7.23,7,0.88,0.44,0.51,22.36,103.95,0,0,18.4,2,0,117.65
Furniture,Road,Fog,328.59,120.36,1.34,6.88,7.41,4,5.44,0.92,0.88,25.59,107.85,0,0,1.18,5,0,85.54
Food,Sea,Rain,819.09,360.7,1.57,7.72,4.68,7,8.76,1.32,0.57,44.58,110.79,0,0,22.46,4,0,119.98
Clothing,Road,Clear,2018.45,464.72,2.05,4.22,9.0,0,1.86,1.35,1.02,19.57,88.15,0,0,11.04,1,0,73.7
Automobile,Air,Clear,265.12,190.38,2.38,2.53,1.44,7,9.52,1.42,1.4,4.63,75.03,0,0,0.29,1,0,56.8
Clothing,Road,Clear,1177.86,14.0,4.5,6.92,3.77,4,9.31,1.42,0.85,17.94,91.49,1,0,6.9,4,0,89.87
Automobile,Road,Clear,1567.41,413.98,4.45,9.27,2.86,6,17.6,1.46,1.35,24.37,71.86,0,0,14.3,3,0,114.75
Automobile,Road,Storm,2891.3,354.5,3.32,9.84,7.28,2,6.13,1.17,1.42,10.15,103.9,0,0,8.18,0,0,127.24
Clothing,Air,Clear,2539.28,75.39,1.24,5.05,2.84,2,8.45,0.43,1.02,19.71,113.31,0,0,13.29,1,1,79.8
Furniture,Road,Storm,2754.01,298.86,1.28,5.86,7.32,8,5.1,1.04,1.0,3.74,113.6,0,0,8.67,2,0,124.51
Electronics,Road,Clear,2469.0,412.58,3.2,3.8,8.17,6,16.09,1.03,1.14,45.43,112.72,0,0,10.12,1,0,95.27
Furniture,Sea,Clear,1787.89,91.33,2.57,7.05,8.05,5,15.93,0.43,0.47,29.89,88.12,0,0,1.07,1,0,84.78
Furniture,Road,Storm,2589.32,112.23,1.37,7.89,1.25,3,18.92,1.14,1.03,44.72,100.44,0,0,13.82,1,0,119.61
Pharma,Road,Clear,1717.48,101.69,0.92,1.37,9.37,4,16.72,0.8,0.97,36.77,89.29,0,0,21.32,1,0,78.26
Pharma,Road,Rain,1105.36,498.75,3.64,8.62,7.43,7,16.23,0.38,0.57,24.34,71.06,0,0,18.27,3,0,109.86
Furniture,Air,Storm,1148.41,115.53,4.08,5.62,8.32,0,5.1,1.42,1.15,14.42,87.46,0,0,15.81,1,0,83.41
Food,Road,Fog,1718.11,134.19,1.38,6.22,6.81,1,13.83,0.53,1.26,28.63,116.03,0,0,3.05,1,1,92.19
Automobile,Road,Clear,2437.85,24.91,2.18,2.86,5.76,2,1.32,0.45,0.57,23.04,94.9,0,0,18.6,2,0,73.5
Pharma,Road,Clear,444.28,491.66,3.6,1.09,6.8,4,0.93,0.54,0.34,1.36,105.02,0,0,9.35,1,0,47.72
Furniture,Road,Rain,165.83,124.13,2.4,9.57,4.24,7,6.43,1.22,0.93,30.93,110.72,0,0,2.84,0,0,95.74
Electronics,Air,Clear,2379.23,362.89,4.81,9.36,5.12,4,17.45,1.23,0.51,40.8,73.5,1,0,13.5,0,0,109.49
Food,Air,Clear,1960.4,14.16,0.74,7.97,7.41,4,5.87,0.4,0.34,43.03,88.02,0,1,8.36,0,0,103.13
Clothing,Road,Clear,2472.87,391.92,4.29,5.26,7.01,5,18.62,0.92,0.8,34.43,119.06,1,0,7.35,1,0,90.98
Furniture,Road,Rain,2931.2,375.55,1.6,3.86,6.34,8,4.8,1.13,0.97,22.52,71.07,0,1,18.07,2,1,126.72
Furniture,Road,Clear,791.61,42.99,3.47,2.4,1.44,8,1.42,1.12,1.2,20.5,119.42,0,0,6.49,0,0,70.46
Automobile,Air,Storm,623.16,62.18,1.34,1.73,3.59,8,12.08,1.11,0.74,21.7,109.36,0,0,12.9,2,0,86.17
Food,Road,Storm,1055.89,148.26,4.84,5.12,6.43,4,16.44,0.81,0.56,41.65,75.62,0,0,5.74,2,0,88.28
Pharma,Road,Clear,2639.99,177.98,0.35,8.13,5.17,5,11.62,0.79,0.69,25.41,96.54,0,0,12.46,1,0,114.29
Pharma,Sea,Storm,91.19,391.97,2.62,7.53,4.04,6,10.35,1.4,0.9,4.48,117.05,0,0,11.88,1,0,90.98
Pharma,Road,Clear,81.07,31.53,4.56,7.8,7.45,2,9.06,1.44,1.11,22.97,109.62,0,0,5.8,2,0,77.08
Clothing,Sea,Clear,689.52,325.47,2.4,2.07,4.48,0,14.46,0.51,1.06,38.85,109.15,0,0,19.04,1,0,62.67
Food,Road,Clear,1158.95,115.04,4.22,8.76,9.18,1,19.33,1.49,0.93,12.68,106.83,0,0,3.44,1,0,75.58
Food,Road,Storm,941.92,191.85,4.75,8.24,5.79,3,6.63,0.47,0.61,34.62,72.07,0,0,0.3,1,0,89.25
Pharma,Road,Clear,2483.51,2.1,0.43,1.85,5.35,8,7.18,1.24,0.97,12.19,100.04,0,0,23.17,1,0,99.63
Pharma,Road,Clear,2084.68,146.27,2.5,4.21,4.03,0,1.8,0.43,1.13,31.97,85.22,0,0,12.27,0,0,68.96
Automobile,Road,Fog,2521.61,86.5,3.46,4.38,2.21,5,3.72,1.05,1.37,25.09,79.68,0,0,8.4,2,0,102.37
Electronics,Road,Clear,1182.09,252.48,4.18,7.62,1.09,3,10.76,0.96,0.3,23.51,88.8,0,0,5.16,0,1,80.93
Electronics,Sea,Fog,1807.64,79.94,0.9,8.74,7.09,5,6.65,1.5,1.0,33.35,109.39,0,0,20.25,2,0,131.03
Furniture,Road,Clear,1570.59,418.07,2.88,4.38,1.59,1,16.48,0.92,1.05,23.58,76.34,0,0,14.33,1,0,62.12
Furniture,Air,Storm,1450.44,441.57,0.9,2.18,3.93,1,12.63,1.06,0.56,33.22,86.02,0,0,9.1,1,0,71.31
Food,Rail,Rain,899.9,422.8,3.8,1.74,8.88,6,14.76,1.16,0.97,45.37,87.68,1,0,2.05,2,0,80.39
Food,Rail,Storm,2142.2,490.92,1.49,6.75,5.3,4,9.11,1.17,1.19,15.01,76.29,0,0,17.81,1,0,116.1
Clothing,Air,Fog,1595.89,457.41,1.42,5.48,8.95,5,2.44,1.07,1.3,2.29,76.82,0,0,5.02,2,0,78.1
Clothing,Road,Storm,281.88,140.61,3.87,9.12,1.55,3,11.47,1.24,1.09,26.29,80.81,0,0,2.42,0,0,81.92
Electronics,Road,Clear,51.54,157.92,4.23,9.58,8.59,0,5.55,1.18,1.47,14.21,101.5,0,0,5.3,0,0,74.24
Furniture,Road,Storm,109.94,266.8,1.78,9.08,9.38,7,10.69,0.74,1.3,25.81,91.11,0,0,20.49,1,1,123.71
Electronics,Road,Rain,274.05,193.09,2.56,1.68,9.22,0,2.68,0.45,0.77,30.26,119.92,0,0,16.84,1,0,59.32
Electronics,Road,Clear,1144.31,484.99,3.5,3.56,4.03,7,15.69,1.38,1.34,27.91,77.9,0,0,8.92,1,0,84.95
Furniture,Road,Fog,951.71,170.43,3.75,3.15,1.86,0,8.29,0.31,0.55,31.19,73.61,0,0,9.94,0,1,55.8
Clothing,Sea,Clear,512.1,370.3,3.87,1.62,9.24,9,13.47,0.54,1.15,19.22,118.28,1,0,20.68,3,1,99.55
Automobile,Sea,Clear,1570.58,288.11,2.01,9.26,2.42,9,10.1,0.96,0.5,25.33,104.18,0,0,11.77,2,0,109.94
Automobile,Road,Clear,2912.04,478.28,2.73,9.05,5.91,3,9.6,1.25,1.47,23.09,77.86,0,0,7.86,1,0,111.16
Automobile,Road,Rain,524.06,372.51,0.64,4.52,4.67,5,7.95,0.56,1.07,12.08,109.82,0,0,6.81,2,0,70.25
Furniture,Road,Rain,789.24,152.52,4.75,9.63,9.62,0,9.91,1.06,1.19,23.93,89.88,1,0,18.18,2,0,105.11
Pharma,Road,Rain,1413.2,99.34,3.54,6.07,4.74,8,12.45,0.75,1.04,41.83,106.03,0,0,5.39,2,1,106.08
Pharma,Road,Clear,1940.48,427.45,1.94,4.91,4.33,6,4.87,0.3,0.83,16.29,89.5,0,0,17.1,1,0,85.17
Pharma,Sea,Rain,1820.74,455.6,2.01,5.95,6.28,0,14.43,1.16,0.72,30.91,102.32,0,0,21.36,2,0,100.51
Food,Road,Fog,1587.54,415.72,0.54,4.8,5.75,9,9.97,1.05,0.64,6.31,104.87,0,0,9.78,1,0,88.68
Clothing,Road,Clear,2224.94,368.99,2.34,3.63,5.07,1,12.53,0.37,1.25,3.03,72.23,1,0,18.66,2,0,82.31
Clothing,Road,Rain,2545.54,161.54,3.4,2.63,5.52,4,9.72,1.34,0.58,47.19,79.49,0,0,1.05,3,0,92.39
Food,Sea,Clear,2996.95,253.18,4.77,5.15,1.89,2,3.69,0.5,1.33,14.94,99.29,0,0,4.27,1,1,85.22
Electronics,Sea,Clear,1423.26,457.94,3.27,5.78,9.41,0,6.89,1.27,1.21,39.78,72.26,0,0,4.23,0,0,78.89
Automobile,Rail,Rain,2985.12,68.31,3.29,8.39,3.25,4,7.14,0.78,0.79,43.68,84.14,1,0,5.2,1,0,106.52
Pharma,Road,Clear,2204.97,247.96,3.95,5.26,6.13,7,8.4,0.56,1.07,18.66,113.78,0,1,18.38,0,1,107.8
Automobile,Road,Rain,1989.16,178.4,2.6,8.46,1.32,0,6.72,1.0,1.27,1.49,108.66,1,0,23.17,3,0,95.79
Pharma,Road,Rain,1937.07,339.07,0.26,9.59,3.66,5,13.66,0.84,0.32,16.24,109.26,0,0,8.45,1,0,94.79
Automobile,Road,Clear,2736.7,317.4,4.46,7.49,7.2,0,19.89,1.38,0.62,41.48,71.57,0,0,15.83,2,0,103.41
Electronics,Rail,Clear,2846.41,280.47,2.07,2.08,5.12,7,14.27,1.07,1.46,41.86,92.53,1,0,11.01,3,0,105.03
Automobile,Road,Fog,576.56,140.53,4.92,5.15,7.57,4,19.2,1.28,0.79,44.18,112.46,1,0,7.0,2,0,84.48
Automobile,Road,Clear,1505.6,80.62,2.09,8.71,2.4,2,14.9,0.35,1.14,39.22,82.39,0,0,11.39,2,0,88.23
Furniture,Air,Rain,2827.28,392.38,3.37,5.42,9.89,7,11.94,0.87,0.52,9.05,116.38,0,0,17.61,2,0,108.04
Automobile,Road,Fog,1177.23,495.88,2.35,8.3,5.01,9,14.26,0.69,0.74,23.17,71.04,0,0,0.97,2,1,117.91
Furniture,Air,Fog,736.4,85.38,1.24,7.98,5.85,7,16.43,0.49,1.26,21.45,108.45,0,0,21.8,3,0,100.47
Clothing,Road,Rain,352.83,38.82,4.66,2.44,3.32,2,16.76,1.47,0.86,24.5,71.21,0,0,12.55,4,1,73.61
Food,Road,Clear,1811.79,373.12,3.17,3.97,4.05,6,3.0,1.13,1.38,28.73,87.54,1,0,5.25,1,0,81.49
Automobile,Road,Clear,2115.8,172.58,2.31,7.88,6.89,0,12.7,0.67,0.32,18.58,119.69,1,0,13.19,2,0,93.75
Clothing,Sea,Clear,626.87,107.29,0.81,2.43,4.08,2,3.62,0.82,0.96,32.98,99.18,0,0,12.15,1,0,62.64
Furniture,Road,Rain,2037.23,263.04,5.0,4.81,7.47,6,14.74,0.92,1.27,2.52,112.62,0,0,12.33,4,0,102.99
Automobile,Road,Clear,2703.88,337.93,4.49,2.24,3.57,2,0.61,0.32,0.79,35.15,88.16,1,0,17.74,2,0,95.55
Automobile,Road,Storm,768.56,108.21,2.17,3.12,7.89,6,13.0,1.23,0.63,26.08,116.04,0,0,19.4,2,0,100.29
Electronics,Air,Rain,409.9,497.26,0.94,3.57,7.07,2,1.45,1.27,0.6,8.28,89.68,0,0,0.68,0,0,46.65
Clothing,Rail,Clear,2514.5,164.78,0.25,5.77,2.91,2,18.07,1.17,0.74,28.54,85.28,0,0,22.75,1,0,102.52
Pharma,Road,Clear,2753.52,158.16,0.84,9.21,1.45,1,15.01,0.75,1.19,4.02,110.79,0,0,2.18,1,0,84.89
Pharma,Road,Rain,683.84,212.08,2.72,4.47,9.37,4,18.46,0.42,0.51,31.67,105.4,0,1,15.44,1,0,87.02
Electronics,Sea,Clear,2178.07,372.77,4.1,8.65,3.12,0,9.96,0.31,1.01,27.47,117.55,1,0,22.23,0,0,99.95
Furniture,Rail,Storm,1793.21,436.76,1.88,7.26,6.19,3,0.55,0.82,0.33,47.43,89.13,0,0,22.87,1,0,132.52
Pharma,Air,Fog,755.63,162.67,2.23,8.02,3.68,3,18.72,1.44,0.42,8.68,119.54,0,0,18.66,1,0,87.23
Pharma,Road,Fog,2479.79,60.25,2.42,7.86,6.92,9,5.74,0.86,0.56,42.93,79.8,0,0,13.19,3,0,130.36
Food,Road,Rain,1437.79,128.81,0.19,3.72,7.31,2,7.02,1.38,0.94,21.06,99.38,0,0,9.18,0,1,85.36
Clothing,Rail,Storm,2115.98,43.06,0.97,3.13,1.67,4,11.29,1.01,1.22,5.91,89.09,0,0,10.28,2,0,90.45
Furniture,Air,Rain,939.2,315.54,2.55,9.8,1.45,3,4.73,1.05,0.46,37.03,76.48,1,0,3.68,2,0,96.01
Automobile,Air,Clear,2456.56,370.61,1.47,7.64,9.92,7,19.22,1.26,0.99,46.89,75.48,1,0,14.93,1,0,114.3
Clothing,Road,Rain,829.64,215.2,2.66,4.29,7.91,7,3.03,0.65,1.16,37.48,86.18,0,0,6.85,2,0,84.63
Furniture,Air,Clear,1126.12,476.44,0.63,5.99,3.35,9,7.01,0.94,1.32,30.53,85.15,0,0,5.63,3,0,76.51
Pharma,Rail,Clear,1204.83,364.03,4.03,7.98,5.42,0,19.26,0.41,0.59,4.78,86.13,0,0,6.06,1,0,63.56
Food,Sea,Storm,658.96,190.45,3.94,1.5,9.62,7,19.83,1.45,0.47,20.61,112.14,1,0,9.89,1,1,99.89
Clothing,Road,Fog,2629.39,52.0,3.38,1.89,5.89,8,13.01,1.49,1.04,3.85,91.71,1,0,1.15,2,0,93.93
Pharma,Air,Rain,384.79,247.36,2.7,1.23,4.77,3,15.8,0.98,0.74,18.46,88.8,0,0,2.8,2,0,43.69
Furniture,Air,Clear,1711.23,252.41,2.01,2.48,1.34,7,11.75,1.41,1.05,25.09,106.19,0,0,10.82,3,0,72.02
Clothing,Sea,Rain,2451.75,275.74,3.45,2.07,6.26,8,9.55,1.3,0.6,33.26,89.84,1,0,11.92,0,0,108.61
Automobile,Rail,Clear,1763.67,341.54,3.93,5.17,8.93,1,7.24,0.93,0.58,14.36,110.16,0,0,20.35,0,0,73.3
Clothing,Sea,Clear,1014.34,132.93,4.06,3.58,5.89,8,5.09,1.04,1.22,44.4,107.19,1,0,17.6,1,0,104.21
Pharma,Sea,Fog,2355.0,2.24,1.8,1.41,8.04,5,5.69,1.17,0.64,24.42,94.75,0,0,11.73,2,0,98.05
Clothing,Road,Clear,1522.57,406.61,1.05,5.04,8.97,8,10.0,0.7,1.44,23.02,118.19,0,0,1.08,1,0,77.37
Automobile,Rail,Clear,530.89,411.94,1.77,6.21,4.67,7,18.89,0.67,1.18,6.75,115.36,0,1,17.43,3,0,93.59
Food,Air,Storm,984.75,455.9,0.14,4.33,4.7,3,17.47,1.29,1.44,29.93,74.16,0,0,13.23,1,0,86.47
Food,Road,Clear,1796.22,484.55,2.17,3.34,9.29,6,6.88,0.53,1.07,18.08,92.73,1,0,21.2,5,1,113.73
Pharma,Road,Rain,1993.39,80.43,1.44,4.51,4.07,2,19.07,0.58,1.24,44.91,70.92,0,0,7.82,2,0,81.6
Furniture,Road,Rain,1666.99,177.58,3.97,5.68,6.95,0,3.57,1.01,0.76,42.56,101.31,0,0,3.64,0,0,72.78
Pharma,Rail,Rain,852.43,425.83,3.41,4.92,6.58,3,11.09,0.78,1.49,20.5,78.68,1,0,11.73,2,0,84.08
Food,Road,Clear,1801.57,467.07,0.23,1.84,5.37,3,13.94,0.46,0.62,38.63,73.76,0,0,5.9,1,0,57.98
Electronics,Sea,Clear,1030.73,8.25,0.81,5.11,6.78,4,18.87,1.48,0.4,25.49,97.15,0,0,22.3,2,0,102.17
Electronics,Air,Clear,713.52,194.38,2.76,7.48,7.33,3,5.09,0.87,1.35,23.67,76.75,0,0,22.12,0,1,98.97
Clothing,Air,Rain,2839.31,57.58,3.13,8.38,9.32,8,6.51,1.5,0.97,34.14,117.65,0,0,14.31,5,0,134.16
Automobile,Road,Clear,978.88,394.44,3.87,4.96,8.21,4,2.78,0.84,0.79,38.66,111.87,0,0,22.77,1,0,84.26
Clothing,Road,Clear,1040.08,373.82,4.84,9.94,4.22,4,7.06,1.24,0.68,30.87,113.67,0,0,1.75,2,0,101.75
Electronics,Road,Fog,2695.49,377.4,3.54,8.59,4.89,7,16.83,1.14,1.45,40.92,98.03,0,0,8.77,3,0,139.05
Food,Road,Clear,470.94,195.73,2.77,2.94,9.13,6,8.61,0.69,1.4,9.37,108.14,0,1,18.53,1,0,86.4
Clothing,Rail,Storm,1774.55,203.72,2.13,5.11,3.44,1,19.78,0.4,1.34,19.16,113.48,0,0,11.03,2,0,83.01
Pharma,Air,Storm,2361.95,131.67,3.72,3.66,3.92,0,8.23,0.48,1.07,17.71,83.74,0,0,19.41,1,0,92.88
Automobile,Road,Storm,857.31,181.09,4.68,5.95,7.2,0,14.5,0.35,0.58,38.5,71.72,0,0,2.4,1,0,70.06
Pharma,Rail,Fog,2540.04,491.56,2.17,3.02,2.0,0,8.29,1.09,1.33,19.26,88.27,1,1,4.15,3,0,80.2
Automobile,Road,Rain,2320.46,24.24,2.96,1.32,8.08,9,5.15,0.38,1.39,11.12,83.04,0,0,20.61,1,1,112.98
Food,Road,Rain,1483.98,162.68,1.11,9.14,9.54,5,3.98,0.66,0.69,44.62,113.39,0,0,2.35,0,0,99.48
Clothing,Air,Rain,400.21,395.17,4.3,5.68,6.79,4,3.89,0.44,1.06,15.02,79.25,1,0,3.57,1,0,57.79
Automobile,Road,Clear,2911.82,191.79,3.6,9.23,1.65,8,13.1,1.0,0.3,43.25,89.41,0,0,3.95,1,0,113.85
Pharma,Air,Clear,1891.48,475.04,1.84,2.06,3.15,5,1.93,1.14,1.24,33.09,114.07,0,0,18.26,1,0,86.42
Clothing,Air,Clear,1575.44,166.74,4.38,2.36,1.88,9,12.95,0.83,1.16,31.65,115.5,0,0,8.69,0,0,69.65
Clothing,Air,Clear,2662.08,425.03,4.86,3.04,3.78,9,8.6,1.45,0.54,15.22,75.1,0,0,13.04,2,0,83.95
Pharma,Road,Storm,1293.0,407.73,1.51,5.11,9.46,4,13.43,0.62,0.59,42.59,113.31,0,0,6.98,0,0,83.6
Electronics,Road,Fog,1712.74,5.59,1.01,8.92,4.23,6,0.93,1.49,0.87,37.87,77.27,0,0,14.71,3,0,123.4
Automobile,Road,Storm,2582.32,202.09,4.18,6.85,2.66,4,3.18,1.0,1.09,7.2,99.2,0,0,6.88,5,0,113.41
Pharma,Sea,Clear,1209.27,141.04,2.95,1.5,6.95,0,17.51,1.33,1.18,44.59,114.83,0,0,23.49,2,0,79.8
Food,Road,Clear,2328.56,240.32,4.43,4.66,9.1,8,20.0,0.44,0.33,19.85,79.39,1,0,17.95,4,0,115.55
Furniture,Road,Storm,805.61,231.92,1.8,7.51,1.31,3,16.92,1.48,0.35,39.0,100.28,0,0,20.52,1,0,113.02
Pharma,Sea,Clear,2121.98,452.86,2.95,3.9,7.02,4,2.95,1.21,1.0,11.38,111.58,0,0,8.46,0,0,75.92
Clothing,Rail,Storm,1555.78,92.61,2.93,5.43,3.6,3,4.42,1.01,0.56,4.5,108.52,0,0,4.26,3,0,80.74
Clothing,Rail,Storm,536.48,91.91,1.02,7.4,4.37,5,3.94,0.31,0.82,40.64,81.41,0,0,9.81,2,0,100.93
Pharma,Sea,Rain,451.22,54.93,4.96,9.68,3.14,8,17.42,0.31,0.32,35.54,110.96,0,0,9.45,3,0,110.26
Furniture,Road,Clear,1400.18,369.59,3.35,4.0,9.15,0,16.63,0.5,0.89,4.98,98.08,0,0,23.26,3,0,71.24
Pharma,Road,Clear,2147.0,459.01,3.35,7.7,8.97,3,8.52,0.79,0.31,6.29,70.81,1,0,1.84,2,0,91.52
Furniture,Road,Clear,1829.72,184.88,1.55,7.73,6.44,9,2.92,0.66,1.49,23.42,90.41,0,0,23.08,3,0,135.5
Furniture,Road,Rain,2571.44,31.85,3.29,5.88,1.14,2,17.83,1.32,0.48,21.27,74.19,0,0,20.51,0,0,100.44
Food,Air,Fog,1199.5,78.85,4.18,8.32,9.52,2,11.85,1.2,1.27,20.76,98.7,0,0,2.67,0,0,90.86
Automobile,Road,Clear,2538.74,52.09,4.09,5.83,5.21,7,19.55,1.37,0.73,44.8,110.69,0,0,19.2,2,0,119.06
Clothing,Rail,Clear,159.23,296.58,4.61,6.62,5.4,7,6.0,0.75,0.61,21.7,78.27,0,0,22.49,1,0,93.36
Clothing,Road,Rain,1129.12,141.87,0.83,8.53,7.96,6,1.23,1.24,0.46,14.21,74.15,0,0,7.67,0,0,99.98
Furniture,Road,Clear,265.3,448.83,1.0,5.29,6.52,9,19.66,1.31,1.35,29.06,106.24,0,0,9.89,1,1,90.48
Clothing,Air,Storm,2761.77,81.98,3.58,5.3,2.09,4,7.38,1.5,0.69,43.07,94.19,1,0,9.83,1,1,122.46
Electronics,Road,Clear,1452.17,465.15,4.06,6.32,1.95,1,9.24,1.23,1.19,36.68,108.98,0,0,18.5,3,0,95.2
Furniture,Rail,Fog,982.66,167.04,3.4,8.24,3.27,4,2.2,1.33,0.44,47.55,86.12,0,0,7.83,1,1,105.32
Clothing,Sea,Fog,1502.84,433.79,0.8,2.14,1.64,3,12.06,0.66,1.48,17.56,118.89,0,0,12.07,3,0,73.13
Electronics,Rail,Storm,1621.9,474.55,3.02,7.94,8.5,7,5.57,1.1,0.99,7.15,77.96,0,0,5.81,0,0,98.25
Food,Road,Clear,2546.39,493.2,3.77,3.65,1.36,5,13.79,1.09,1.25,45.53,97.2,0,0,22.19,1,0,106.21
Clothing,Sea,Clear,1650.16,401.99,0.77,1.64,9.51,0,15.32,1.0,0.31,40.5,72.15,0,0,21.87,1,1,85.88
Electronics,Road,Storm,1322.58,51.74,0.37,8.13,2.0,4,6.11,1.46,1.11,19.71,81.89,0,1,12.31,2,0,115.03
Pharma,Rail,Storm,2886.0,28.63,1.35,2.31,8.72,7,9.11,0.8,1.38,15.91,108.19,0,0,21.32,5,0,139.13
Automobile,Road,Rain,2907.25,370.12,0.54,2.92,3.14,0,7.23,1.34,0.93,34.07,115.22,0,0,13.34,3,0,97.17
